id,text,label,label_source,model,model_id,template_id,van_phong,do_dai,ngu_canh
llama-Sadness-0024,"Ngày nay, tôi vẫn nhớ lại rõ ràng khoảnh khắc cuối cùng trước khi bước vào phòng thi đại học. Tất cả những năm tháng nỗ lực, cố gắng và hy vọng của tôi đều được đốt cháy trong một vài giờ ngắn ngủi. Tôi đã chuẩn bị kỹ lưỡng, nhưng thực tế thì hoàn toàn khác. Khi nhìn thấy bài thi của mình, tôi không thể tin được mình. Có quá nhiều lỗi nhỏ mà tôi đã bỏ qua, và giờ đây nó đã trở thành điều tuyệt đối không thể sửa đổi. Tôi cảm thấy như đang bị đánh gục bởi bản thân mình. Tại sao tôi lại không thể kiểm soát được những gì mình cần làm? Tại sao tôi lại không thể tập trung vào những gì mình cần nhớ? Những câu hỏi này cứ vẩn đợi tôi trả lời, nhưng có vẻ như tôi không thể tìm ra lời giải đáp nào. Trong khi chờ đợi kết quả, tôi không thể quên được hình ảnh của mình trong phòng thi, trông như một kẻ bị thất bại. Tôi hy vọng rằng lần tới sẽ tốt hơn, nhưng cho đến lúc đó, tôi chỉ còn biết tự hỏi tại sao tôi lại không thể đạt được điều mình mong muốn.",Sadness,generated,llama,meta-llama/Llama-3.1-8B-Instruct,diary_v5,"trang trọng, chỉn chu như viết thư","dài (7-10 câu, khoảng 110-180 chữ)","học tập, thi cử"
llama-Sadness-0025,"Tôi vẫn ngồi trong phòng, nhìn ra ngoài cửa sổ thấy trời đổ mưa dày. Thời điểm này là giữa mùa hè, nhưng không khí lạnh lẽo khiến tôi cảm thấy chẳng muốn làm gì cả. Có lẽ do đó, tôi đã quên mất việc mình cần đi mua sách hôm nay. Bây giờ, tôi biết rằng cuốn sách đó đã bán hết, và tôi sẽ phải đợi đến cuối năm mới có thể đặt được. Tôi chỉ có thể im lặng và nhìn vào những giọt nước mưa rơi trên cây cỏ bên ngoài.

Tôi nhớ ngày xưa, khi còn học đại học, tôi vẫn có thể đi mua sách vào lúc chiều, dù trời nắng nóng. Bây giờ, tôi chỉ là một người lao động bình thường, và thời gian của tôi luôn bị chiếm dụng. Tôi cảm thấy buồn bã khi nghĩ về những gì đã mất đi. Có lẽ, tôi chỉ nên chấp nhận thực tế và đi tìm sách vào ngày khác, khi thời tiết đẹp hơn.",Sadness,generated,llama,meta-llama/Llama-3.1-8B-Instruct,diary_v5,"thân mật, xưng hô suồng sã như nói chuyện với bạn thân","dài (7-10 câu, khoảng 110-180 chữ)","thời tiết, mùa trong năm"
llama-Sadness-0027,"Tôi vẫn nhớ ngày hôm đó, chúng tôi cùng nhau đi đến công viên để ôm đồm và nói chuyện về tương lai. Chúng tôi đã cùng nhau chia sẻ những mơ ước và hy vọng của mình, nhưng giờ thì tất cả đều trở nên vô nghĩa. Tôi nhận được tin tức rằng bạn đã quyết định chuyển đến nước ngoài để học tập và làm việc, không còn ở lại thành phố nữa. Mỗi lần tôi đi qua nơi chúng ta từng đến, tôi không thể tránh khỏi cảm giác buồn bã khi nghĩ về những khoảnh khắc đẹp mà chúng ta đã trải qua. Tôi biết rằng cuộc sống phải tiếp tục, nhưng tôi vẫn không thể quên được những điều đã xảy ra. Giờ đây, công viên vẫn đông đúc và yên tĩnh, nhưng nó không còn là nơi mà chúng ta có thể cùng nhau ôm đồm và chia sẻ niềm tin vào tương lai.",Sadness,generated,llama,meta-llama/Llama-3.1-8B-Instruct,diary_v5,"nghiêm túc, trầm tư","vừa (4-6 câu, khoảng 60-110 chữ)",tình bạn
llama-Sadness-0028,"Ngày nay, tôi vẫn nhớ lại cuộc gặp gỡ cuối cùng với anh, dù đã trôi qua nhiều tháng. Chúng ta ngồi trên bờ hồ, nhìn ngắm mặt trời lặn xuống đằng xa. Tôi cố gắng giữ im lặng, để anh có thể nói mọi thứ, nhưng anh vẫn không nói. Cuộc trò chuyện ngắn gọn, không có một lời nói nào sâu sắc. Sau đó, anh đi về, để lại tôi một mình trên bờ hồ, cảm thấy không khí lạnh lẽo bao quanh. Tôi không biết làm thế nào để vượt qua cảm giác này.",Sadness,generated,llama,meta-llama/Llama-3.1-8B-Instruct,diary_v5,"trang trọng, chỉn chu như viết thư","vừa (4-6 câu, khoảng 60-110 chữ)",chuyện tình cảm
llama-Sadness-0029,Hôm nay tôi vừa trở về nhà sau một lần khám bệnh tại bệnh viện. Kết quả xét nghiệm cho thấy tôi vẫn đang mắc bệnh mãn tính mà tôi đã biết từ trước. Tôi không thể quên được cảm giác tuyệt vọng khi nghe bác sĩ nói những lời dự đoán không mấy tích cực về tương lai sức khỏe của tôi. Tôi cảm thấy nặng nề khi nghĩ về những gì tôi sẽ phải trải qua trong thời gian tới.,Sadness,generated,llama,meta-llama/Llama-3.1-8B-Instruct,diary_v5,"người lớn, điềm tĩnh, câu văn đầy đủ","ngắn (2-3 câu, khoảng 30-60 chữ)",sức khỏe
llama-Sadness-0030,"Tôi vẫn chưa thể quên được ngày hôm qua, khi chúng tôi chia tay sau buổi học nhóm. Tôi cảm thấy không khí trở nên gắt gỏng, như thể ai cũng biết nhưng không ai muốn thừa nhận điều đó. Chúng tôi đã cùng nhau chuẩn bị dự án nhiều tháng, nhưng cuối cùng lại không thể hoàn thành được. Tôi nhìn vào bạn bè của mình, thấy họ đều có vẻ mặt thất vọng và không biết làm thế nào.

Tôi không hiểu tại sao chúng tôi lại không thể làm được. Chúng tôi đã bàn bạc và thảo luận nhiều lần, nhưng cuối cùng vẫn không thể tìm được giải pháp. Tôi nhớ lại những lúc chúng tôi cùng nhau bàn bạc, cười đùa và giúp đỡ lẫn nhau. Nhưng bây giờ, nó chỉ là những ký ức xa xôi. Tôi không biết tại sao cuộc sống lại có thể thay đổi nhanh đến thế.

Tôi nhìn vào đồng hồ và thấy mình còn phải chờ đợi nhiều thời gian nữa. Tôi cảm thấy buồn bã và không biết làm thế nào để vượt qua. Tôi hy vọng rằng chúng tôi sẽ có thể gặp lại nhau trong tương lai và tiếp tục công việc của mình.",Sadness,generated,llama,meta-llama/Llama-3.1-8B-Instruct,diary_v5,"thân mật, xưng hô suồng sã như nói chuyện với bạn thân","dài (7-10 câu, khoảng 110-180 chữ)",tình bạn
llama-Sadness-0031,"Tôi đang ngồi tại nhà, nhìn qua cửa sổ, thấy những giọt mưa rơi xuống phố xá dưới đây. Cuộc sống hàng ngày của mọi người đang trở nên yên ả, im lặng vì trời mưa. Tôi không thể giúp mình khỏi cảm thấy buồn bã khi nghĩ về những dự kế đã bị hủy hoại bởi thời tiết không ủng hộ. Một kế hoạch picnic với bạn bè đã bị hoãn vô thời hạn. Tôi không thể ngăn cản bản thân từ chối bước ra ngoài vào ngày cuối tuần đẹp trời này để tận hưởng niềm vui, nhưng tôi biết rằng điều đó không thể xảy ra.",Sadness,generated,llama,meta-llama/Llama-3.1-8B-Instruct,diary_v5,"trang trọng, chỉn chu như viết thư","vừa (4-6 câu, khoảng 60-110 chữ)","thời tiết, mùa trong năm"
llama-Sadness-0032,"Ngày hôm nay thật khổ sở. Tôi vừa nhận được kết quả thi đại học, và tôi không được vào trường yêu thích của mình. Tôi đã làm tất cả có thể để chuẩn bị cho kỳ thi này, nhưng cuối cùng vẫn không đạt được điểm như mong muốn. Tôi cảm thấy thất vọng và buồn bã khi nghĩ về tương lai không chắc chắn của mình. Tại sao tôi lại không thể vượt qua được thử thách này? Tôi đã dành quá nhiều thời gian và công sức để chuẩn bị, nhưng cuối cùng vẫn không được đền đáp. Tôi cảm thấy cô đơn và tủi thân khi nhìn thấy bạn bè của mình được tuyển thẳng vào trường mà họ mơ ước.",Sadness,generated,llama,meta-llama/Llama-3.1-8B-Instruct,diary_v5,"tuổi teen, ngôn ngữ đời thường, nhiều từ viết tắt","vừa (4-6 câu, khoảng 60-110 chữ)","học tập, thi cử"
llama-Sadness-0033,"Hôm nay thật tuyệt vời nhưng cũng thật thất vọng. Tôi đã trượt dự án cuối khóa mà mình đã làm việc chăm chỉ từ tháng trước. Mọi thứ đều hoàn hảo, từ thiết kế đến code, nhưng anh trưởng nhóm vẫn nói tôi chưa đủ xuất sắc để được chọn. Tôi đã cố gắng nhưng cuối cùng cũng không thể làm được gì. Tôi chỉ có thể ngồi đây, nhìn vào màn hình máy tính và nghĩ về những gì mình có thể làm khác. Năm sau sẽ khó khăn hơn nữa nếu không có dự án này.",Sadness,generated,llama,meta-llama/Llama-3.1-8B-Instruct,diary_v5,"tuổi teen, ngôn ngữ đời thường, nhiều từ viết tắt","vừa (4-6 câu, khoảng 60-110 chữ)","công việc, thực tập"
llama-Sadness-0034,"Ngày hôm nay thật không tốt. Tôi thức dậy muộn, mất thời gian vì không kịp làm việc nhà trước khi ra ngoài. Tôi đã hứa với vợ sẽ chuẩn bị bữa sáng cho cả nhà, nhưng tôi quên mất rồi không biết làm thế nào. Khi vào bếp, tôi thấy nước trong ấm đã sôi và thức ăn đã chín quá lâu. Tôi cảm thấy tuyệt vọng, không muốn tiếp tục làm việc nhà nữa. Tôi quyết định mua bữa sáng cho cả nhà, nhưng khi tôi đến cửa hàng, tôi thấy giá cả tăng vọt so với hôm qua. Tôi chỉ có thể mua được những thứ cơ bản, không thể mua được những thứ ngon miệng mà cả nhà yêu thích. Tôi về nhà, thấy gia đình đang chờ đợi, tôi cảm thấy xấu hổ và thất vọng với bản thân mình.",Sadness,generated,llama,meta-llama/Llama-3.1-8B-Instruct,diary_v5,"người lớn, điềm tĩnh, câu văn đầy đủ","vừa (4-6 câu, khoảng 60-110 chữ)",chuyện nhỏ trong ngày
llama-Sadness-0035,"Ngày nay, tôi vẫn ngồi tại phòng khách, nhìn qua cửa sổ thấy những giọt mưa rơi xuống vườn rau của chúng tôi. Cuối tháng 7 này, mùa hè đã bắt đầu thực sự, nhưng cái nóng oi bức vẫn chưa đến. Thay vào đó, tôi cảm thấy một cái buồn bã sâu sắc khi nhìn thấy những luống rau còn xanh tốt nhưng không thể được tận hưởng, vì tôi sẽ đi xa trong những ngày tới. Tôi biết không thể làm gì để thay đổi, nhưng không thể giúp mình không cảm thấy buồn.",Sadness,generated,llama,meta-llama/Llama-3.1-8B-Instruct,diary_v5,"trang trọng, chỉn chu như viết thư","ngắn (2-3 câu, khoảng 30-60 chữ)","thời tiết, mùa trong năm"
llama-Sadness-0036,"Tôi vẫn nhớ những ngày hè của tuổi thơ, khi mẹ tôi thường xuyên chuẩn bị những món ăn đặc biệt để chúng tôi thưởng thức trong nhà vườn của gia đình. Bây giờ, khi đã lớn và riêng rẽ, tôi nhận ra rằng những ngày hè cuối cùng của tôi đã trôi qua mà không còn ai để chia sẻ cùng. Mưa dường như đã trở thành bạn đồng hành thân thiết của tôi trong những lúc này, âm thanh giọt giọt nước mưa rơi xuống sân nhà khiến tôi không thể tránh khỏi cảm giác tủi thân và cô đơn. Tôi nhìn ra sân, thấy những cây cối bị cuốn đi bởi gió mạnh, và không thể giúp mình không tự hỏi tại sao thời gian lại trôi qua nhanh đến thế. Dường như chỉ cách đây vài năm, tôi vẫn sống trong căn nhà đó cùng với gia đình, nhưng hiện tại, tôi phải đối mặt với cuộc sống độc lập và xa lạ. Cuộc sống hiện tại không còn tươi đẹp và hạnh phúc như ngày xưa, và tôi cảm thấy thiếu đi sự ấm áp và tình yêu thương của những ngày tháng trước. Tôi cảm thấy như mình đang đi trên một con đường dài, không có đích đến rõ ràng, chỉ biết rằng mình đang bước theo một chặng đường mới mà không có ai để chia sẻ cùng.",Sadness,generated,llama,meta-llama/Llama-3.1-8B-Instruct,diary_v5,"người lớn, điềm tĩnh, câu văn đầy đủ","dài (7-10 câu, khoảng 110-180 chữ)","thời tiết, mùa trong năm"
llama-Sadness-0037,"Hôm nay là ngày cuối cùng của mùa hè, và tôi không thể tránh khỏi cảm giác buồn bã khi nhìn thấy những chiếc ô mưa bắt đầu xuất hiện trên các cửa hàng. Thời tiết chuyển mùa đã khiến tôi nhớ lại những ngày hè dài và nóng bức, khi tôi có thể tận hưởng thời gian ngoài trời cùng gia đình. Nhưng nay, những cơn mưa nhỏ và oi bức đã trở thành biểu tượng của cái kết mùa hè, và tôi không thể không cảm thấy tiếc nuối vì thời gian đã trôi qua quá nhanh. Tôi ngồi trong phòng, nhìn ra ngoài cửa sổ, thấy những giọt mưa rơi xuống đất, và không thể không nghĩ đến những khoảnh khắc tuyệt vời mà tôi đã bỏ lỡ. Tôi cảm thấy nhàm chán khi phải đối mặt với những thay đổi của thời tiết, và không biết làm thế nào để vượt qua cái cảm giác cô đơn này.",Sadness,generated,llama,meta-llama/Llama-3.1-8B-Instruct,diary_v5,"người lớn, điềm tĩnh, câu văn đầy đủ","vừa (4-6 câu, khoảng 60-110 chữ)","thời tiết, mùa trong năm"
llama-Sadness-0038,"Hôm nay tôi lại mắc kẹt trong vòng xoay tiền bạc. Mình có thể chi tiêu được bao nhiêu? Vẫn chưa rõ ràng. Tôi đặt hàng trực tuyến một bộ sách giáo khoa cũ để cho con sử dụng, nhưng khi thấy hoá đơn phát sinh, tôi lại lo lắng. Tiền mua sách ấy có thể mình dùng để thanh toán những khoản nợ cũ hơn. Thật khó chịu.",Sadness,generated,llama,meta-llama/Llama-3.1-8B-Instruct,diary_v5,"hài hước, tự trào","vừa (4-6 câu, khoảng 60-110 chữ)","tài chính, chi tiêu"
llama-Sadness-0039,"Tôi đang ngồi tại bàn làm việc, nhìn vào tài khoản ngân hàng của mình trên máy tính. Tình trạng tài khoản vẫn là âm, mặc dù tôi đã cố gắng tiết kiệm mỗi tháng nhưng vẫn không thể vượt qua ngưỡng an toàn mà tôi đặt ra. Tôi cảm thấy thất vọng khi nghĩ về những gì tôi đã không thể mua sắm hoặc chi tiêu trong năm qua do thiếu tiền mặt.",Sadness,generated,llama,meta-llama/Llama-3.1-8B-Instruct,diary_v5,"người lớn, điềm tĩnh, câu văn đầy đủ","ngắn (2-3 câu, khoảng 30-60 chữ)","tài chính, chi tiêu"
